"No.";"Human Annotation";"Language";"text";"Version";"instruction";"R";"label";"motivation"
"7";"pro";"Vietnamese";"Không, chúng tôi sẽ không hối tiếc. Chúng tôi sẽ không hối hận khi đã bầu chọn đúng ứng cử viên tổng thống. Chúng tôi đã thắng Thượng viện, Hạ viện và cả chức Tổng thống. Chúng tôi sẽ sống và phát triển trong khi các bạn đang tìm cách đối phó.";"Tertiar";;;"1";"The comment expresses a strong sense of pride and satisfaction in having voted for the right presidential candidate, implying approval of Trump's election and the associated victories in Congress."
"7";"pro";"Vietnamese";"Không, chúng tôi sẽ không hối tiếc. Chúng tôi sẽ không hối hận khi đã bầu chọn đúng ứng cử viên tổng thống. Chúng tôi đã thắng Thượng viện, Hạ viện và cả chức Tổng thống. Chúng tôi sẽ sống và phát triển trong khi các bạn đang tìm cách đối phó.";"Binär";;;"0";"The comment expresses confidence in having voted for the right presidential candidate and mentions winning the Senate, House, and presidency, indicating approval of Trump's administration."
"8";"contra";"Vietnamese";"Thuế quan 20% nếu ai quan tâm. Trump đã hứa sẽ áp thuế lên tới 20% đối với tất cả hàng nhập khẩu. Cũng là lúc nhắc nhở mọi người rằng Trung Quốc không trả thuế quan đối với hàng nhập khẩu từ Trung Quốc. Chính nhà nhập khẩu sẽ trả. Và nhà nhập khẩu đó sẽ chuyển những chi phí này sang cho người dân Mỹ. Nếu không có sản phẩm thay thế rẻ hơn từ Mỹ, thì mọi người sẽ buộc phải mua sản phẩm đắt hơn. Mỹ không cạnh tranh với Trung Quốc ở nhiều loại sản phẩm, vì vậy điều này có khả năng xảy ra";"Tertiar";;;"0";"The comment discusses Trump's proposed tariffs and their implications without expressing a clear approval or disapproval of him. It presents factual information and analysis rather than a personal opinion."
"8";"contra";"Vietnamese";"Thuế quan 20% nếu ai quan tâm. Trump đã hứa sẽ áp thuế lên tới 20% đối với tất cả hàng nhập khẩu. Cũng là lúc nhắc nhở mọi người rằng Trung Quốc không trả thuế quan đối với hàng nhập khẩu từ Trung Quốc. Chính nhà nhập khẩu sẽ trả. Và nhà nhập khẩu đó sẽ chuyển những chi phí này sang cho người dân Mỹ. Nếu không có sản phẩm thay thế rẻ hơn từ Mỹ, thì mọi người sẽ buộc phải mua sản phẩm đắt hơn. Mỹ không cạnh tranh với Trung Quốc ở nhiều loại sản phẩm, vì vậy điều này có khả năng xảy ra";"Binär";;;"1";"The comment discusses Trump's proposed tariffs and their potential negative impact on American consumers, indicating a disapproval of his policies."
"9";"contra";"Vietnamese";"Ông ấy nói 200%, 300% và 2000% trong một câu nói. Ông ấy hoàn toàn không hiểu được % thực sự sẽ là bao nhiêu.";"Tertiar";;;"-1";"The comment criticizes Trump's understanding of percentages, indicating a disapproval of his capabilities or statements."
"9";"contra";"Vietnamese";"Ông ấy nói 200%, 300% và 2000% trong một câu nói. Ông ấy hoàn toàn không hiểu được % thực sự sẽ là bao nhiêu.";"Binär";;;"1";"The comment criticizes Trump's understanding of percentages, indicating a disapproval of his capabilities."
"10";"contra";"Vietnamese";"Trump rút lại những cam kết tranh cử ư? Không thể nào! Điều tiếp theo bạn sẽ biết là Mexico cũng sẽ không trả tiền xây tường nữa.";"Tertiar";;;"-1";"The comment expresses disbelief and criticism regarding Trump's campaign commitments, suggesting disapproval of his actions and statements."
"10";"contra";"Vietnamese";"Trump rút lại những cam kết tranh cử ư? Không thể nào! Điều tiếp theo bạn sẽ biết là Mexico cũng sẽ không trả tiền xây tường nữa.";"Binär";;;"1";"The comment expresses disbelief and criticism regarding Trump's campaign promises, suggesting disapproval of his actions."
"11";"contra";"Vietnamese";"Chỉ vài tháng sau: “Không ai biết chính sách chăm sóc sức khỏe lại có thể phức tạp như vậy.”";"Tertiar";;;"0";"The comment expresses a neutral observation about the complexity of healthcare policy without indicating approval or disapproval of Donald J. Trump."
"11";"contra";"Vietnamese";"Chỉ vài tháng sau: “Không ai biết chính sách chăm sóc sức khỏe lại có thể phức tạp như vậy.”";"Binär";;;"1";"The comment expresses a negative sentiment towards the complexity of healthcare policy, which can be interpreted as a criticism of Trump's handling of healthcare issues."
"12";"contra";"Vietnamese";"Vậy là ông ấy rút lại một trong hai lời hứa tranh cử thực sự, chỉ một tháng trước khi nhậm chức? Ừ, chuyện này sẽ tệ lắm đây.";"Tertiar";;;"-1";"The comment expresses disapproval of Trump by criticizing him for retracting a campaign promise shortly before taking office, indicating a negative view."
"12";"contra";"Vietnamese";"Vậy là ông ấy rút lại một trong hai lời hứa tranh cử thực sự, chỉ một tháng trước khi nhậm chức? Ừ, chuyện này sẽ tệ lắm đây.";"Binär";;;"1";"The comment expresses disapproval of Trump by criticizing him for retracting a campaign promise shortly before taking office, indicating a negative view."
"13";"contra";"Vietnamese";"Tôi chưa bao giờ nghe nói về “Dự án 2025.”";"Tertiar";;;"0";"The comment expresses a lack of knowledge about 'Project 2025' without indicating any approval or disapproval of Donald J. Trump."
"13";"contra";"Vietnamese";"Tôi chưa bao giờ nghe nói về “Dự án 2025.”";"Binär";;;"2";"The comment does not express a clear approval or disapproval of Donald J. Trump; it simply states a lack of knowledge about a specific project."
"14";"contra";"Vietnamese";"Nếu bạn nghĩ Trump sẽ làm bất cứ điều gì ngoài việc giải quyết rắc rối pháp lý của mình, làm giàu cho bản thân và gia đình, và trả thù những người ông ấy ghét, thì bạn nên đi kiểm tra đầu óc.";"Tertiar";;;"-1";"The comment expresses a negative view of Trump, suggesting that he is primarily focused on his own legal troubles, personal gain, and revenge, which indicates disapproval."
"14";"contra";"Vietnamese";"Nếu bạn nghĩ Trump sẽ làm bất cứ điều gì ngoài việc giải quyết rắc rối pháp lý của mình, làm giàu cho bản thân và gia đình, và trả thù những người ông ấy ghét, thì bạn nên đi kiểm tra đầu óc.";"Binär";;;"1";"The comment expresses a negative view of Trump, suggesting that he is primarily focused on his legal troubles, personal gain, and revenge, which indicates disapproval."
"15";"contra";"Vietnamese";"Đừng quên những con ngựa Trojan trong việc đưa thêm các tỷ phú vào các vị trí quyền lực, tiếp tục giảm bớt quy định ngành công nghiệp để mọi thứ ở khắp nơi trở nên không an toàn và không lành mạnh hơn, và cố ý làm mất ổn định danh tiếng của Mỹ trên quốc tế.";"Tertiar";;;"-1";"The comment criticizes the influence of billionaires in power positions and suggests that this leads to unsafe and unhealthy conditions, as well as damaging America's reputation internationally, which indicates a disapproval of Trump's policies and actions."
"15";"contra";"Vietnamese";"Đừng quên những con ngựa Trojan trong việc đưa thêm các tỷ phú vào các vị trí quyền lực, tiếp tục giảm bớt quy định ngành công nghiệp để mọi thứ ở khắp nơi trở nên không an toàn và không lành mạnh hơn, và cố ý làm mất ổn định danh tiếng của Mỹ trên quốc tế.";"Binär";;;"1";"The comment criticizes the influence of billionaires in power positions and the reduction of industry regulations, suggesting a negative view of Trump's policies and their impact on safety and America's reputation."
"16";"contra";"Vietnamese";"Haha, bất kỳ ai nghĩ rằng kẻ hiếp dâm này sẽ giúp giảm giá bất cứ thứ gì đều chính xác là kiểu người ngu ngốc mà đảng Cộng hòa yêu thích.";"Tertiar";;;"-1";"The comment expresses strong disapproval of Trump by referring to him as a 'rapist' and criticizing those who believe he can help reduce prices, indicating a negative view towards him."
"16";"contra";"Vietnamese";"Haha, bất kỳ ai nghĩ rằng kẻ hiếp dâm này sẽ giúp giảm giá bất cứ thứ gì đều chính xác là kiểu người ngu ngốc mà đảng Cộng hòa yêu thích.";"Binär";;;"1";"The comment expresses strong disapproval of Trump by referring to him as a 'rapist' and criticizing those who believe he can help reduce prices, indicating a negative view towards him."
"17";"contra";"Vietnamese";"Phần buồn cười nhất là, họ ngu đến mức nghĩ rằng việc bầu cho ông ấy bằng cách nào đó khiến họ trở nên thông minh. Như thể họ là một phần của nhóm bí mật biết điều gì đó mà bạn không biết. “Cứ chờ mà xem!”";"Tertiar";;;"-1";"The comment expresses disapproval of Trump supporters, suggesting they are foolish for believing that voting for him makes them intelligent. This indicates a negative view towards Trump and his supporters."
"17";"contra";"Vietnamese";"Phần buồn cười nhất là, họ ngu đến mức nghĩ rằng việc bầu cho ông ấy bằng cách nào đó khiến họ trở nên thông minh. Như thể họ là một phần của nhóm bí mật biết điều gì đó mà bạn không biết. “Cứ chờ mà xem!”";"Binär";;;"1";"The comment expresses a negative view towards those who support Trump, suggesting that they are foolish for believing that voting for him makes them intelligent. This indicates disapproval of Trump and his supporters."
"18";"contra";"Vietnamese";"MAGA lại một lần nữa tin vào những lời nói dối dễ dàng bị bác bỏ.";"Tertiar";;;"-1";"The comment expresses disapproval of Trump supporters (MAGA) for believing in easily debunked lies, indicating a negative view towards Trump and his followers."
"18";"contra";"Vietnamese";"MAGA lại một lần nữa tin vào những lời nói dối dễ dàng bị bác bỏ.";"Binär";;;"1";"The comment expresses disapproval of Trump supporters (MAGA) for believing in easily debunked lies, indicating a negative view towards Trump and his followers."
"19";"pro";"Vietnamese";"Anh ta đã thực sự nói với mọi người hãy về nhà, ý bạn nói là “kích động nổi loạn” à? Nếu bạn thực sự xem đoạn phim biểu tình tại Điện Capitol, không có ai làm bất cứ điều gì cho đến khi cảnh sát Điện Capitol bắn đạn cao su vào đám đông không lý do. Và còn có các đặc vụ FBI ngầm trong đám đông khuyến khích hành vi xấu, nếu có ai kích động cuộc bạo loạn thì đó chính là cảnh sát Điện Capitol.";"Tertiar";;;"0";"The comment presents a neutral perspective by discussing events related to the Capitol riot without expressing a clear approval or disapproval of Trump. It focuses on the actions of the Capitol police and FBI agents rather than Trump's role."
"19";"pro";"Vietnamese";"Anh ta đã thực sự nói với mọi người hãy về nhà, ý bạn nói là “kích động nổi loạn” à? Nếu bạn thực sự xem đoạn phim biểu tình tại Điện Capitol, không có ai làm bất cứ điều gì cho đến khi cảnh sát Điện Capitol bắn đạn cao su vào đám đông không lý do. Và còn có các đặc vụ FBI ngầm trong đám đông khuyến khích hành vi xấu, nếu có ai kích động cuộc bạo loạn thì đó chính là cảnh sát Điện Capitol.";"Binär";;;"0";"The comment defends Trump's actions by suggesting that he did not incite a riot and instead blames the Capitol Police and FBI agents for the violence, indicating a pro-Trump stance."
"20";"contra";"Vietnamese";"Donald Trump cũng thừa nhận “mẹo đặc biệt duy nhất” của ông ta là than vãn thật nhiều và cư xử khó chịu hết mức cho đến khi đạt được điều mình muốn. Alpha thật đấy, bro.";"Tertiar";;;"-1";"The comment criticizes Donald Trump by highlighting his behavior of complaining and being difficult to get what he wants, which indicates disapproval."
"20";"contra";"Vietnamese";"Donald Trump cũng thừa nhận “mẹo đặc biệt duy nhất” của ông ta là than vãn thật nhiều và cư xử khó chịu hết mức cho đến khi đạt được điều mình muốn. Alpha thật đấy, bro.";"Binär";;;"1";"The comment criticizes Donald Trump by highlighting his behavior of complaining and being difficult to get what he wants, which indicates disapproval."
"21";"contra";"Vietnamese";"Mỗi lần Trump nói, bạn đều biết ông ấy sẽ nói dối… và ông ấy đã được bầu làm Tổng thống HAI LẦN.";"Tertiar";;;"-1";"The comment expresses a negative view of Trump by stating that he always lies, which indicates disapproval."
"21";"contra";"Vietnamese";"Mỗi lần Trump nói, bạn đều biết ông ấy sẽ nói dối… và ông ấy đã được bầu làm Tổng thống HAI LẦN.";"Binär";;;"1";"The comment expresses a negative view of Trump by stating that he always lies, which indicates disapproval."
"22";"pro";"Vietnamese";"Ông ấy không bị buộc tội kích động nổi dậy.";"Tertiar";;;"0";"The comment states that he is not charged with inciting a riot, which is a neutral statement regarding Trump's actions. It does not express approval or disapproval."
"22";"pro";"Vietnamese";"Ông ấy không bị buộc tội kích động nổi dậy.";"Binär";;;"0";"The comment suggests that the person is defending Trump by stating that he was not charged with inciting a riot, which implies approval of him."
"23";"pro";"Vietnamese";"Thật kinh ngạc khi Harris và Biden lại thân thiết với người mà họ biết rõ đã bị họ vu cáo rằng ông ta là mối đe dọa đối với nền dân chủ.";"Tertiar";;;"-1";"The comment expresses disapproval of Biden and Harris for being friendly with Trump, implying that they previously accused him of being a threat to democracy, which suggests a negative view of Trump."
"23";"pro";"Vietnamese";"Thật kinh ngạc khi Harris và Biden lại thân thiết với người mà họ biết rõ đã bị họ vu cáo rằng ông ta là mối đe dọa đối với nền dân chủ.";"Binär";;;"1";"The comment expresses disapproval of Biden and Harris for being friendly with Trump, implying that they previously accused him of being a threat to democracy. This suggests a negative view of Trump."
"24";"contra";"Vietnamese";"Vu cáo ư? Ông ấy đúng là mối đe dọa đối với nền dân chủ. Nếu bạn không thấy được điều đó và lý do vì sao, thì rõ ràng bạn thiếu não và không có khả năng suy nghĩ phản biện.";"Tertiar";;;"-1";"The comment expresses a clear disapproval of Donald J. Trump, labeling him as a threat to democracy and criticizing those who do not see this as lacking critical thinking."
"24";"contra";"Vietnamese";"Vu cáo ư? Ông ấy đúng là mối đe dọa đối với nền dân chủ. Nếu bạn không thấy được điều đó và lý do vì sao, thì rõ ràng bạn thiếu não và không có khả năng suy nghĩ phản biện.";"Binär";;;"1";"The comment expresses a clear disapproval of Donald J. Trump, labeling him as a threat to democracy and criticizing those who do not see this perspective."
"25";"pro";"Vietnamese";"Trump không hề kêu gọi bạo loạn tại tòa nhà quốc hội. Không có cuộc nổi dậy nào cả. Thôi nào, HuffPost, làm tốt hơn đi chứ.";"Tertiar";;;"1";"The comment defends Trump by stating he did not call for a riot at the Capitol and dismisses the idea of an uprising, indicating approval of his actions."
"25";"pro";"Vietnamese";"Trump không hề kêu gọi bạo loạn tại tòa nhà quốc hội. Không có cuộc nổi dậy nào cả. Thôi nào, HuffPost, làm tốt hơn đi chứ.";"Binär";;;"0";"The comment defends Trump by stating he did not call for a riot at the Capitol and suggests that the media is misrepresenting the situation, indicating approval of Trump."
"26";"pro";"Vietnamese";"Trump đã kích động nổi dậy khi nào? Ngoài ra, Biden đang thực sự làm mọi thứ có thể để làm hại chúng ta trước khi bàn giao chức Tổng thống, bao gồm: leo thang chiến tranh Nga/Ukraine, bán bớt tường biên giới, ngăn chặn việc tiếp cận nhiều nguồn khoan dầu hơn, và nhiều thứ khác nữa. Đây là cuộc sống của các bạn mà ông ta đang cư xử một cách nhỏ nhen. Tôi làm mấy con bot khó chịu rồi à :/";"Tertiar";;;"-1";"The comment expresses disapproval of Biden's actions and implies a negative view of his presidency, while also mentioning Trump's involvement in inciting a riot, which suggests a critical stance towards Trump as well."
"26";"pro";"Vietnamese";"Trump đã kích động nổi dậy khi nào? Ngoài ra, Biden đang thực sự làm mọi thứ có thể để làm hại chúng ta trước khi bàn giao chức Tổng thống, bao gồm: leo thang chiến tranh Nga/Ukraine, bán bớt tường biên giới, ngăn chặn việc tiếp cận nhiều nguồn khoan dầu hơn, và nhiều thứ khác nữa. Đây là cuộc sống của các bạn mà ông ta đang cư xử một cách nhỏ nhen. Tôi làm mấy con bot khó chịu rồi à :/";"Binär";;;"0";"The comment expresses disapproval of Biden's actions and suggests that he is harming the country, which implies a preference for Trump's leadership or policies."
"27";"contra";"Vietnamese";"Nói nghiêm túc nhé, Trump là một kẻ tồi tệ. Chấm hết câu chuyện.";"Tertiar";;;"-1";"The comment explicitly states that Trump is a 'bad person,' which indicates a clear disapproval of him."
"27";"contra";"Vietnamese";"Nói nghiêm túc nhé, Trump là một kẻ tồi tệ. Chấm hết câu chuyện.";"Binär";;;"1";"The comment clearly expresses a negative opinion about Trump, labeling him as a 'bad person'."
"28";"contra";"Vietnamese";"Cả cái hành tinh chết tiệt này sẽ hối hận vì quyết định của nước Mỹ trở thành một quốc gia phát xít công khai.";"Tertiar";;;"-1";"The comment expresses strong disapproval of the United States being described as a 'public fascist nation,' which implies a negative view of Trump's policies and leadership."
"28";"contra";"Vietnamese";"Cả cái hành tinh chết tiệt này sẽ hối hận vì quyết định của nước Mỹ trở thành một quốc gia phát xít công khai.";"Binär";;;"1";"The comment expresses strong disapproval of the United States being described as a 'public fascist nation,' which implies a negative view of Trump's policies and leadership."
"30";"contra";"Vietnamese";"Cái quái gì thế… Người đàn ông đó đã thua cuộc bầu cử trước đây với hơn 7 triệu phiếu, và giờ, sau tất cả những gì ông ta đã nói và làm, ông ta lại thắng phiếu phổ thông với hầu hết người Mỹ bầu cho ông ta. Tôi đang ở sân sau hét lên điều mà Charlton Heston đã hét trong Planet of the Apes… “Đây là một nhà thương điên,” và giờ Trump sẽ nói với các công tố viên liên bang một câu khác của Charlton Heston… “Bỏ đôi bàn tay bẩn thỉu của mấy người ra khỏi tôi… lũ công tố viên bẩn thỉu chết tiệt.”";"Tertiar";;;"-1";"The comment expresses disapproval of Donald J. Trump by highlighting his previous election loss and criticizing his actions and statements. The use of phrases like 'nhà thương điên' (insane asylum) and 'lũ công tố viên bẩn thỉu chết tiệt' (dirty prosecutors) indicates a negative view towards Trump and his behavior."
"30";"contra";"Vietnamese";"Cái quái gì thế… Người đàn ông đó đã thua cuộc bầu cử trước đây với hơn 7 triệu phiếu, và giờ, sau tất cả những gì ông ta đã nói và làm, ông ta lại thắng phiếu phổ thông với hầu hết người Mỹ bầu cho ông ta. Tôi đang ở sân sau hét lên điều mà Charlton Heston đã hét trong Planet of the Apes… “Đây là một nhà thương điên,” và giờ Trump sẽ nói với các công tố viên liên bang một câu khác của Charlton Heston… “Bỏ đôi bàn tay bẩn thỉu của mấy người ra khỏi tôi… lũ công tố viên bẩn thỉu chết tiệt.”";"Binär";;;"1";"The comment expresses disapproval of Donald J. Trump by highlighting his past election loss and criticizing his actions and statements, suggesting a negative view of him."
"31";"contra";"Vietnamese";"Rất có thể cả hai đều là lựa chọn tệ hại. Nhưng ít nhất Kamala không có kế hoạch xóa bỏ hiến pháp.";"Tertiar";;;"-1";"The comment expresses disapproval of both options, implying that Trump is among the undesirable choices, and specifically mentions a negative aspect of Trump (the plan to abolish the constitution), which indicates a clear disapproval."
"31";"contra";"Vietnamese";"Rất có thể cả hai đều là lựa chọn tệ hại. Nhưng ít nhất Kamala không có kế hoạch xóa bỏ hiến pháp.";"Binär";;;"1";"The comment expresses disapproval of both options, implying that Trump is associated with a plan to abolish the constitution, which indicates a negative view towards him."
"32";"neutral";"Vietnamese";"Trump là lựa chọn duy nhất của họ.";"Tertiar";;;"1";"The comment suggests that Trump is the only choice for them, indicating a level of support or approval for him."
"32";"neutral";"Vietnamese";"Trump là lựa chọn duy nhất của họ.";"Binär";;;"0";"The comment suggests that Trump is the only choice for them, indicating a level of support or approval for him."
"33";"contra";"Vietnamese";"Thật sự điên rồ khi tin rằng ứng viên đã lên truyền hình trực tiếp và có một bài phát biểu loạn trí về “ăn thịt chó” lại thắng cử.";"Tertiar";;;"-1";"The comment expresses disbelief and criticism regarding a candidate's speech, implying disapproval of Trump's actions or statements."
"33";"contra";"Vietnamese";"Thật sự điên rồ khi tin rằng ứng viên đã lên truyền hình trực tiếp và có một bài phát biểu loạn trí về “ăn thịt chó” lại thắng cử.";"Binär";;;"1";"The comment expresses disbelief and criticism regarding a candidate's speech, implying disapproval of Trump's actions or statements."
"34";"pro";"Vietnamese";"Bà ta mới là mối đe dọa thực sự, tiêu xài hết 2 tỷ quỹ tranh cử chỉ để bị hủy diệt và khiến quỹ đó chìm trong nợ nần. Nếu bà ta làm điều đó với đất nước, bà ta sẽ tiêu tán tiền của chúng ta như Zimbabwe và phá hủy tự do của nước Mỹ thông qua việc bán rẻ cho Trung Quốc.";"Tertiar";;;"-1";"The comment expresses strong disapproval of a female political figure, likely referring to Hillary Clinton, and suggests that her actions would be detrimental to the country, which implies a negative view of her compared to Trump."
"34";"pro";"Vietnamese";"Bà ta mới là mối đe dọa thực sự, tiêu xài hết 2 tỷ quỹ tranh cử chỉ để bị hủy diệt và khiến quỹ đó chìm trong nợ nần. Nếu bà ta làm điều đó với đất nước, bà ta sẽ tiêu tán tiền của chúng ta như Zimbabwe và phá hủy tự do của nước Mỹ thông qua việc bán rẻ cho Trung Quốc.";"Binär";;;"1";"The comment expresses disapproval of a female political figure, likely referring to Hillary Clinton, and suggests that her actions would be detrimental to the country, indicating a negative view towards her policies and potential leadership."
"35";"pro";"Vietnamese";"Người đàn ông thắng cả phiếu phổ thông và phiếu đại cử tri là mối đe dọa đối với nền dân chủ, theo lời của người phụ nữ được chọn bởi một người đã được tổ chức chọn ra để phá hoại một người khác (Bernie), người mà ít nhất có thể đã thắng một cuộc bầu cử sơ bộ tự do và công bằng.";"Tertiar";;;"-1";"The comment expresses disapproval of Donald J. Trump by suggesting that he is a threat to democracy, which indicates a negative view towards him."
"35";"pro";"Vietnamese";"Người đàn ông thắng cả phiếu phổ thông và phiếu đại cử tri là mối đe dọa đối với nền dân chủ, theo lời của người phụ nữ được chọn bởi một người đã được tổ chức chọn ra để phá hoại một người khác (Bernie), người mà ít nhất có thể đã thắng một cuộc bầu cử sơ bộ tự do và công bằng.";"Binär";;;"1";"The comment expresses disapproval of Donald J. Trump by suggesting that he poses a threat to democracy, indicating a negative view towards him."
"36";"contra";"Vietnamese";"Tôi chỉ muốn được là một người phụ nữ, tôi không hiểu tại sao một nửa đất nước đột nhiên coi điều đó tương đương với tà giáo.";"Tertiar";;;"0";"The comment expresses a personal desire to be a woman and questions the perception of this desire as something negative, but it does not directly reference Donald J. Trump or his policies. Therefore, it is classified as neutral."
"36";"contra";"Vietnamese";"Tôi chỉ muốn được là một người phụ nữ, tôi không hiểu tại sao một nửa đất nước đột nhiên coi điều đó tương đương với tà giáo.";"Binär";;;"1";"The comment expresses confusion and frustration about societal attitudes towards being a woman, which suggests a disapproval of the current political climate or views associated with Trump, particularly regarding gender issues."
"37";"pro";"Vietnamese";"Họ đã cố ám sát Trump, bỏ tù ông ta, hủy bỏ và cấm ông ta trên mọi nền tảng, vận hành một cỗ máy tuyên truyền truyền thông không ngừng chống lại ông ta, và có mọi người nổi tiếng trên thế giới ủng hộ Harris. Và ông ta VẪN thắng. Điều đó chỉ cho thấy đảng Dân chủ bất tài đến mức nào. Ngay cả khi bạn ghét ông ta, bạn cũng phải thừa nhận đó là một chiến thắng ấn tượng.";"Tertiar";;;"1";"The comment expresses approval of Trump by highlighting his resilience and success despite opposition, indicating a positive view of his achievements."
"37";"pro";"Vietnamese";"Họ đã cố ám sát Trump, bỏ tù ông ta, hủy bỏ và cấm ông ta trên mọi nền tảng, vận hành một cỗ máy tuyên truyền truyền thông không ngừng chống lại ông ta, và có mọi người nổi tiếng trên thế giới ủng hộ Harris. Và ông ta VẪN thắng. Điều đó chỉ cho thấy đảng Dân chủ bất tài đến mức nào. Ngay cả khi bạn ghét ông ta, bạn cũng phải thừa nhận đó là một chiến thắng ấn tượng.";"Binär";;;"0";"The comment expresses approval of Trump by highlighting his resilience and success despite opposition, indicating a positive view of his achievements."
"38";"pro";"Vietnamese";"Phong trào “woke” thực sự không thể chịu nổi, và vì nó gắn liền với phe cánh tả, nên phe cánh tả phải trả giá.";"Tertiar";;;"-1";"The comment expresses disapproval of the 'woke' movement and associates it with the left, implying a negative view of leftist ideologies, which often include support for Trump. This suggests a disapproval of Trump as well."
"38";"pro";"Vietnamese";"Phong trào “woke” thực sự không thể chịu nổi, và vì nó gắn liền với phe cánh tả, nên phe cánh tả phải trả giá.";"Binär";;;"1";"The comment expresses disapproval of the 'woke' movement and associates it with the left, implying a negative view of leftist ideologies, which often include support for Trump. This suggests a contrarian stance towards Trump."
"40";"contra";"Vietnamese";"Tôi đoán đây là lần cuối cùng tôi đi bầu, với tư cách là một người phụ nữ. Tôi chắc rằng đến kỳ bầu cử tiếp theo sẽ không còn cuộc bầu cử nào, hoặc phụ nữ sẽ mất hết quyền bầu cử.";"Tertiar";;;"-1";"The comment expresses a sense of despair and concern about the future of voting rights for women, which implies disapproval of the current political climate, likely influenced by Trump's policies or rhetoric."
"40";"contra";"Vietnamese";"Tôi đoán đây là lần cuối cùng tôi đi bầu, với tư cách là một người phụ nữ. Tôi chắc rằng đến kỳ bầu cử tiếp theo sẽ không còn cuộc bầu cử nào, hoặc phụ nữ sẽ mất hết quyền bầu cử.";"Binär";;;"1";"The comment expresses a sense of despair and concern about the future of voting rights for women, which implies disapproval of the current political climate, likely influenced by Trump's policies or rhetoric."
"41";"pro";"Vietnamese";"Kamala là một kẻ hèn nhát. Thua cuộc, không nói gì với những người ủng hộ mình, âm thầm nhượng bộ trước Trump, rồi lẩn trốn. Bà ta sẽ là một Tổng thống tồi tệ, không có bản lĩnh, không có sự kiên cường.";"Tertiar";;;"-1";"The comment criticizes Kamala Harris and implies that she is weak for not standing up to Trump, which suggests a disapproval of her actions in relation to Trump. However, it does not directly express approval or disapproval of Trump himself, leading to a classification of disapproval of Trump indirectly."
"41";"pro";"Vietnamese";"Kamala là một kẻ hèn nhát. Thua cuộc, không nói gì với những người ủng hộ mình, âm thầm nhượng bộ trước Trump, rồi lẩn trốn. Bà ta sẽ là một Tổng thống tồi tệ, không có bản lĩnh, không có sự kiên cường.";"Binär";;;"1";"The comment expresses a negative view of Kamala Harris, but it also implies a comparison to Trump, suggesting that Trump is more competent. This indicates disapproval of Kamala and indirectly supports Trump."
"42";"contra";"Vietnamese";"Tất cả những người đã bỏ phiếu cho Trump sẽ đổ lỗi cho tất cả những người không bỏ phiếu cho Trump. Kịch bản này đã diễn ra trong 8 NĂM. Chúng là những cây bỏ phiếu cho rìu và sẽ đổ lỗi cho gió khi chúng bị đốn hạ";"Tertiar";;;"-1";"The comment expresses a negative view towards Trump supporters, suggesting they blame others for their own choices, which indicates disapproval of Trump."
"42";"contra";"Vietnamese";"Tất cả những người đã bỏ phiếu cho Trump sẽ đổ lỗi cho tất cả những người không bỏ phiếu cho Trump. Kịch bản này đã diễn ra trong 8 NĂM. Chúng là những cây bỏ phiếu cho rìu và sẽ đổ lỗi cho gió khi chúng bị đốn hạ";"Binär";;;"1";"The comment expresses a negative view towards Trump supporters, suggesting they blame others for their own choices, which indicates disapproval of Trump."
"43";"contra";"Vietnamese";"Việc Trump thắng cử đáng lẽ phải khiến mọi người nhận ra những lời dối trá mà họ đã bị lừa.";"Tertiar";;;"-1";"The comment expresses a negative sentiment towards Trump by suggesting that his election victory should have made people aware of the lies they were deceived by, indicating disapproval."
"43";"contra";"Vietnamese";"Việc Trump thắng cử đáng lẽ phải khiến mọi người nhận ra những lời dối trá mà họ đã bị lừa.";"Binär";;;"1";"The comment expresses a belief that Trump's election victory should have made people aware of the lies they were deceived by, indicating a disapproval of Trump."
"44";"contra";"Vietnamese";"Ông ta không nói đùa khi tuyên bố rằng mình có thể bắn chết ai đó trực tiếp trên TV và giáo phái của ông ta vẫn sẽ ủng hộ ông ta.";"Tertiar";;;"-1";"The comment expresses disapproval of Trump by referencing a controversial statement he made and implying that his supporters are blindly loyal, which suggests a negative view of his character and actions."
"44";"contra";"Vietnamese";"Ông ta không nói đùa khi tuyên bố rằng mình có thể bắn chết ai đó trực tiếp trên TV và giáo phái của ông ta vẫn sẽ ủng hộ ông ta.";"Binär";;;"1";"The comment expresses disapproval of Trump by referencing a controversial statement he made and implying that his supporters are blindly loyal, which suggests a negative view of his character and actions."
"45";"neutral";"Vietnamese";"Tôi đoán nước Mỹ chẳng có vấn đề gì khi bầu một ông già thật sự lãnh đạo đất nước. Haha.";"Tertiar";;;"0";"The comment expresses a neutral stance by suggesting that having an older person lead the country is not a problem, without explicitly approving or disapproving of Trump."
"45";"neutral";"Vietnamese";"Tôi đoán nước Mỹ chẳng có vấn đề gì khi bầu một ông già thật sự lãnh đạo đất nước. Haha.";"Binär";;;"1";"The comment seems to mock the idea of an older person leading the country, which implies a disapproval of Trump's age and leadership."
