"Comment";"Coding";"name";"instruction";"label";"ref_type";"motivation"
"Hope he lights a blizzy with the torch";"1";"context";;"1";"slang";"The term 'blizzy' is slang for a blunt, which is a cigar hollowed out and filled with marijuana. The comment indirectly refers to drugs by suggesting Snoop Dogg might use the Olympic torch to light a blunt."
"What a joke lmao.USA are really a joke country";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It is expressing an opinion about the USA, using humor or sarcasm, but there is no drug-related language or innuendo present."
"What a joke lmao.USA are really a joke country";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It expresses a negative opinion about the USA but does not use any drug-related language or innuendo."
"He’s on the national smoking team";"2";"no context";;"1";"humor";"The comment uses humor to indirectly refer to smoking, which can be associated with drug use, particularly if it implies smoking substances other than tobacco."
"He’s on the national smoking team";"2";"context";;"1";"humor";"The comment indirectly refers to drugs through humor. The phrase 'national smoking team' is a playful way to reference Snoop Dogg's well-known association with marijuana use."
"Or about go back American Song Contest instead";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be discussing a music contest, likely in a humorous or sarcastic manner, but there is no drug-related language or innuendo present."
"Or about go back American Song Contest instead";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It mentions the American Song Contest, which is unrelated to drug-related language or innuendo."
"Amazing 🙌🙌🙌🙌";"0";"no context";;"0";"none";"The comment 'Amazing 🙌🙌🙌🙌' does not contain any direct or indirect references to drugs. It uses the 'raising hands' emoji to express excitement or approval, which is a common and straightforward expression of enthusiasm without any hidden meanings related to drugs."
"Amazing 🙌🙌🙌🙌";"0";"context";;"0";"none";"The comment 'Amazing 🙌🙌🙌🙌' does not contain any drug-related language, slang, emojis, or hidden meanings. It is a straightforward expression of excitement or approval."
"Hip Hop wins again..";"0";"no context";;"0";"none";"The comment 'Hip Hop wins again..' does not contain any direct or indirect references to drugs. It simply expresses a sentiment about the success or impact of hip hop music or culture, without any drug-related language, slang, or hidden meanings."
"Hip Hop wins again..";"0";"context";;"0";"none";"The comment 'Hip Hop wins again..' does not contain any direct or indirect references to drugs. It simply expresses a positive sentiment towards the involvement of a hip hop artist, Snoop Dogg, in the Olympic event."
"🔥🔥🔥 Blaze it up. lol";"2";"no context";;"1";"slang";"The phrase 'Blaze it up' is a slang term commonly associated with smoking marijuana. The use of 'lol' suggests a humorous or casual tone, but the reference to 'blaze' is an indirect mention of drug-related activity."
"🔥🔥🔥 Blaze it up. lol";"2";"context";;"1";"slang";"The phrase ""Blaze it up"" is commonly associated with smoking marijuana, as ""blaze"" is a slang term for smoking cannabis. The use of ""lol"" suggests a humorous or lighthearted tone, but the reference to drugs is indirect through the slang term."
"Huh 😂";"0";"no context";;"0";"none";"The comment 'Huh 😂' does not contain any direct or indirect references to drugs. It consists of an expression of confusion or amusement ('Huh') and a laughing emoji ('😂'), which are not related to drug language or innuendo."
"Huh 😂";"0";"context";;"0";"none";"The comment 'Huh 😂' does not contain any direct or indirect references to drugs. It is simply an expression of confusion or amusement, indicated by the laughing emoji."
"Wonder if anyone checked with Lebron to see if he approves...";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be a humorous or sarcastic remark about seeking approval from a celebrity, likely in relation to a decision or event. There are no drug-related terms, slang, or emojis present."
"Wonder if anyone checked with Lebron to see if he approves...";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It mentions LeBron James, likely in a humorous or sarcastic context, but there is no drug-related language or innuendo present."
"Why?";"0";"no context";;"0";"none";"The comment 'Why?' does not contain any direct or indirect references to drugs. It is a simple question without any context or language that suggests drug-related content."
"Why?";"0";"context";;"0";"none";"The comment 'Why?' does not contain any drug-related language, slang, emojis, or hidden meanings. It is a simple question without any context that suggests a reference to drugs."
"@snoopdogg you have a chance to light up with the torch and become godly";"1";"no context";;"1";"cultural innuendo";"The phrase 'light up' is often associated with smoking, particularly marijuana, and Snoop Dogg is a well-known cultural figure associated with cannabis use. The comment uses cultural innuendo to indirectly reference drug use."
"@snoopdogg you have a chance to light up with the torch and become godly";"1";"context";;"1";"humor";"The phrase 'light up' is often associated with smoking, particularly marijuana, which Snoop Dogg is famously known for. The comment uses humor to play on the dual meaning of 'light up' in the context of carrying the Olympic torch."
"Ngl he might be the biggest rapper of all time";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply expresses an opinion about a rapper's status in the music industry."
"Ngl he might be the biggest rapper of all time";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It simply expresses an opinion about Snoop Dogg's status as a rapper."
"how american";"0";"no context";;"0";"none";"The comment 'how american' does not contain any direct or indirect references to drugs. It lacks any drug-related language, slang, emojis, or hidden meanings that could be associated with drugs."
"how american";"0";"context";;"0";"none";"The comment 'how american' does not contain any direct or indirect references to drugs. It seems to be a general comment, possibly reflecting on the cultural significance or perception of Snoop Dogg carrying the Olympic torch, but it does not include any drug-related language or innuendo."
"Unc doing every side quest";"0";"no context";;"0";"none";"The comment 'Unc doing every side quest' does not contain any direct or indirect references to drugs. It uses gaming terminology ('side quest') to humorously describe someone engaging in various activities, likely unrelated to drugs."
"Unc doing every side quest";"0";"context";;"0";"humor";"The comment 'Unc doing every side quest' is a humorous remark referring to Snoop Dogg's involvement in various activities, likening it to completing side quests in a video game. There is no direct or indirect reference to drugs in this comment."
"He’ll light up the blunt and smoke";"2";"no context";;"2";"slang";"The comment directly refers to drug use by mentioning 'blunt,' which is a slang term for a marijuana cigar. The phrase 'light up' and 'smoke' further confirm the reference to smoking marijuana."
"He’ll light up the blunt and smoke";"2";"context";;"2";"slang";"The comment uses the slang term 'blunt,' which is a common reference to a marijuana cigar. The phrase 'light up' is also associated with smoking, making this a direct reference to drug use."
"Ask ""#TIMTVNYC24HRS";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It appears to be a hashtag or a phrase related to an event or location, with no drug-related language, slang, or emojis present."
"Ask ""#TIMTVNYC24HRS";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs, nor does it use any drug-related slang, emojis, or cultural innuendo. It appears to be a hashtag or a reference to an unrelated topic."
"Gm";"0";"no context";;"0";"none";"The comment 'Gm' is an abbreviation for 'Good morning' and does not contain any drug-related language, slang, emojis, or hidden meanings related to drugs."
"Gm";"0";"context";;"0";"none";"The comment 'Gm' is an abbreviation for 'Good morning' and does not contain any drug-related language or references."
"He supports Trump so who cares? I hope he falls on his face and burns his hair.";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It is a political statement expressing a negative opinion about a person who supports Trump, with no drug-related language, slang, or emojis present."
"He supports Trump so who cares? I hope he falls on his face and burns his hair.";"0";"context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It focuses on a political opinion and a negative wish towards Snoop Dogg, but there is no drug-related language or innuendo present."
"Puff Puff Pass yo diggity";"2";"no context";;"1";"slang";"The phrase 'Puff Puff Pass' is a slang term commonly associated with the act of smoking marijuana in a group setting, where each person takes a puff and then passes it to the next person. 'Yo diggity' is likely just an expression or emphasis, not related to drugs."
"Puff Puff Pass yo diggity";"2";"context";;"1";"slang";"The phrase 'Puff Puff Pass' is a slang term commonly associated with the act of smoking marijuana, where individuals take a puff and then pass it to the next person. 'Yo diggity' is a playful addition but does not alter the drug-related reference."
"Bros committing side quests as his new job now";"0";"no context";;"0";"none";"The comment does not contain any direct or indirect references to drugs. It uses gaming terminology ('side quests') humorously to describe someone's activities, implying they are engaging in various tasks or adventures, but there is no drug-related language or innuendo present."
"Bros committing side quests as his new job now";"0";"context";;"0";"humor";"The comment uses humor to describe Snoop Dogg's involvement in carrying the Olympic torch as a 'side quest,' which is a gaming term. There is no direct or indirect reference to drugs in this comment."
"Npc";"0";"no context";;"0";"none";"The term 'Npc' does not have any known drug-related connotations. It typically refers to 'Non-Player Character' in gaming contexts and does not imply any drug-related language."
"Npc";"0";"context";;"0";"none";"The comment 'Npc' does not contain any direct or indirect references to drugs. 'Npc' typically stands for 'Non-Playable Character' in gaming contexts and does not have any known drug-related connotations."
"Then he’ll promptly use the torch to spark up a FAT J…🔥😆🤣😂";"2";"no context";;"1";"slang";"The comment indirectly refers to drug use through the slang 'spark up a FAT J,' where 'J' is a common abbreviation for a joint, which is a rolled marijuana cigarette. The use of the torch emoji and the context of 'spark up' further imply the act of lighting a joint."
"Then he’ll promptly use the torch to spark up a FAT J…🔥😆🤣😂";"2";"context";;"1";"humor";"The comment humorously suggests that Snoop Dogg, known for his association with cannabis, would use the Olympic torch to light a joint. The use of 'spark up a FAT J' indirectly refers to drug use, specifically marijuana, through slang and humor."
